route_id,service_id,trip_id,shape_id
2089144907,116400101,2616212878,1164001
2519523153,114602201,2614254974,1146022
1473879151,125000203,2616096310,1250002
59990030,59990030101,2614210855,599900301
2083379802,5705240104,2616571305,570502401
2211835802,118100203,2616655052,1181002
1473879151,125000101,2614225389,1250001
1974833501,57050210202,2616052239,570502102
2211835804,118209202,2616601666,1182092
510708,5107080202,2616639944,
5025510,5025510203,2616650644,50255102
520202,5202020102,2616126286,52020201
2089153405,116001201,2614285808,1160012
2277053659,111602101,2616176275,1116021
1473879152,125101201,2616143272,1251012
2214731753,118700101,2616167918,1187001
1620431257,152000201,2614233346,1520002
2211835801,118000103,2616596592,1180001
2083379801,5705230104,2616572863,570502301
520202,5202020103,2616083202,52020201
510708,5107080102,2616070316,
509002,5090020103,2616142567,50900201
510703,5107030102,2616115313,51070301
2089144910,117002203,2616690812,1170022
520202,5202020103,2616652929,52020201
2083379802,5705240201,2616224864,570502402
1473879151,125000201,2616157488,1250002
2089153405,116001203,2616119369,1160012
2211835801,118000201,2616149942,1180002
2070902401,142100102,2616673576,1421001
2505855456,113301203,2616674244,1133012
2089153401,115000102,2616059851,1150001
509013,5090130103,2616183649,50901301
2519523151,113401203,2616038268,1134012
520211,5202110101,2616215972,52021101
503101,5031010201,2616185041,50310102
2519525053,114002203,2616669352,1140022
501101,5011010202,2616619689,50110102
2435797501,17030010201,2614209272,170300102
2083379802,5705240201,2614303278,570502402
5025530,5025530203,2616089368,50255302
2089144906,116300101,2616215089,1163001
2083379801,5705230201,2614293330,570502302
2083379804,57050239103,2616106218,570502391
2519525055,114100201,2614229594,1141002
2089153407,116101201,2616213461,1161012
2211835803,118200201,2616135857,1182002
2505855456,113301202,2616046636,1133012
2089153407,116101103,2616115345,1161011
2089153406,116002101,2614287110,1160021
2083379802,5705240202,2616646013,570502402
2089144901,110611202,2616059883,1106112
520202,5202020203,2616659830,52020202
2089153407,116101103,2616688045,1161011
500901,5009010202,2614249926,50090102
2083379801,5705230204,2616580749,570502302
2511250751,113402201,2614219419,1134022
2439533002,17030080101,2616235446,170300801
2089153401,115000101,2614266335,1150001
2211835801,118000101,2616139904,1180001
2519523151,113401103,2616606378,1134011
2083379801,5705230201,2614293344,570502302
5105140,51051400101,2616127296,510514001
2519525051,113501102,2614223751,1135011
2203541451,57060020104,2616658288,570600201
2211835801,118000205,2616551895,1180002
2083379802,5705240102,2616062819,570502401
509006,5090060101,2616135074,50900601
2089153407,116101101,2616195538,1161011
59990010,59990010102,2615937845,599900101
2083379802,5705240204,2616578120,570502402
2089153405,116001202,2616080964,1160012
2214731753,118700102,2616615486,1187001
2277053652,111202102,2616789614,1112021
2089153401,115000201,2616195529,1150002
2083379801,5705230204,2616580725,570502302
2211835803,118200102,2616023740,1182001
2364538308,143802101,2616179597,1438021
2358517354,143102101,2614252957,1431021
2089153402,115009201,2614284640,1150092
1974833502,57050381101,2616798905,570503811
2083379802,5705240101,2616205542,570502401
510703,5107030203,2614289981,51070302
6023010,60230100101,2616217068,602301001
510703,5107030102,2616115325,51070301
509021,5090210101,2614258961,50902101
2089144901,110611202,2616059897,1106112
1620431259,152201101,2614234357,1522011
520202,5202020203,2616090739,52020202
520202,5202020104,2616222739,52020201
509002,5090020101,2616599287,50900201
2519523152,114601104,2616677457,1146011
1620431258,152100102,2616607157,1521001
2083379801,5705230202,2616073818,570502302
2083379805,57050249102,2616055142,570502491
2505855456,113301102,2616045729,1133011
92591851,925918510203,2616578113,9259185102
2083379801,5705230104,2616572870,570502301
2239800353,150100103,2616560855,1501001
2083379802,5705240204,2616579228,570502402
510703,5107030103,2614283591,51070301
2211835802,118100203,2616084285,1181002
2083379802,5705240102,2616062842,570502401
2083379802,5705240102,2616630639,570502401
2211835801,118000104,2616090736,1180001
2089144910,117002102,2616058804,1170021
59990010,59990010203,2616038612,599900102
2211835801,118000104,2616090734,1180001
2089153405,116001202,2616079785,1160012
2089153405,116001201,2614285819,1160012
2505855458,113309202,2616482091,1133092
1473879151,125000104,2616554500,1250001
2083379805,57050249102,2616625686,570502491
2511250751,113402104,2616092864,1134021
1473879156,125501203,2616668169,1255012
502802,5028020201,2614255720,50280202
2211835802,118100201,2614211635,1181002
5025530,5025530101,2614213088,50255301
2203541451,57060020103,2616591423,570600201
2211835801,118000204,2616670283,1180002
2083379801,5705230203,2616693048,570502302
2519525053,114002102,2616607177,1140021
2519525053,114002201,2616157927,1140022
10020011,10020011211,2614229560,100200112
2214731752,118602101,2616159641,1186021
2519523151,113401202,2614232318,1134012
2089153407,116101101,2614269630,1161011
59990010,59990010103,2616033485,599900101
2519525053,114002202,2616611841,1140022
2211835801,118000201,2616152605,1180002
2089144910,117002102,2616627376,1170021
2211835803,118200101,2616135053,1182001
2521013253,114501101,2614253731,1145011
2089153401,115000102,2616059862,1150001
2083379801,5705230104,2616572876,570502301
2076567802,136002103,2616101208,1360021
1473879156,125501104,2616551857,1255011
2089153407,116101101,2616195512,1161011
2089144901,110611202,2616059877,1106112
2083379801,5705230202,2616073840,570502302
2083379802,5705240201,2614300202,570502402
92591861,925918610101,2614291871,9259186101
2211835801,118000103,2616032156,1180001
2089153405,116001101,2614268330,1160011
2519525053,114002201,2614233309,1140022
1473879155,125300203,2616099974,1253002
1473879151,125000101,2614226113,1250001
59990010,59990010104,2616548550,599900101
10020011,10020011211,2614229576,100200112
1620431258,152100102,2616036778,1521001
2083379802,5705240101,2614279425,570502401
1473879154,125200203,2616092860,1252002
500901,5009010202,2614249917,50090102
2211835802,118100201,2614211637,1181002
1620431260,152202101,2614234361,1522021
2083379801,5705230101,2614272725,570502301
2089144901,110611202,2616059880,1106112
2089153407,116101203,2616124923,1161012
2511250754,113601201,2614222802,1136012
2089153401,115000201,2614272702,1150002
1620431257,152000101,2616156846,1520001
2519523151,113401103,2616036757,1134011
6023280,60232800101,2614292516,602328001
2213278351,118300102,2615951499,1183001
2089144907,116400101,2614288745,1164001
2089144910,117002102,2616627395,1170021
1620431257,152000103,2616556516,1520001
2089144905,116200201,2614282628,1162002
2083379801,5705230201,2616218115,570502302
2277053655,111401101,2614237721,1114011
2203541451,57060020103,2616591446,570600201
2083379802,5705240203,2616121654,570502402
2089144910,117002203,2616690802,1170022
6020010,60200100101,2614307679,602001001
2211835801,118000203,2616041782,1180002
1974833501,57050210203,2616679044,570502102
2089144905,116200201,2614282634,1162002
1980349061,137600201,2614240920,1376002
1974833501,57050210101,2616168694,570502101
591000302,5910003020102,2616022876,59100030201
1974833501,57050210203,2616679041,570502102
501201,5012010201,2614246907,50120102
2089144910,117002103,2616109626,1170021
509004,5090040101,2616185795,50900401
2505855453,113001201,2614215162,1130012
2203541451,57060020104,2616658281,570600201
2083379801,5705230101,2614272704,570502301
5101010,51010100203,2616534326,510101002
2083379802,5705240203,2616694699,570502402
6023290,60232900202,2616080989,602329002
5102012,51020120201,2614029394,510201202
2277053657,111500101,2616164013,1115001
2089144907,116400101,2614289599,1164001
1473879152,125101204,2616546144,1251012
2083379802,5705240103,2616110830,570502401
500704,5007040105,2616618174,50070401
1473879156,125501204,2616553193,1255012
2519525053,114002103,2616093899,1140021
509013,5090130203,2616185768,50901302
1620431258,152100201,2616152625,1521002
1473879156,125501201,2616146596,1255012
2211835802,118100101,2614208291,1181001
6023010,60230100104,2616580709,602301001
2211835801,118000101,2616139939,1180001
59990030,59990030103,2616539361,599900301
2083379802,5705240203,2616121683,570502402
6029010,60290100203,2616586580,602901002
2521013253,114501103,2616049773,1145011
2277053657,111500101,2614239432,1115001
2505855456,113301102,2616045726,1133011
521302,5213020101,2614246941,52130201
2089144910,117002102,2616057694,1170021
1974833501,57050210103,2616676112,570502101
2089153405,116001202,2616650611,1160012
2211835801,118000203,2616607924,1180002
59990010,59990010204,2616556547,599900102
2211835801,118000103,2616596589,1180001
2511250751,113402201,2616143977,1134022
2089153407,116101202,2616646006,1161012
1620431257,152000101,2616156833,1520001
1620431258,152100101,2614224862,1521001
2211835801,118000102,2616766786,1180001
2089153405,116001103,2616113657,1160011
2511250751,113402201,2614219427,1134022
2083379802,5705240101,2616203911,570502401
520202,5202020102,2616126287,52020201
2070902402,142400202,2616099987,1424002
2083379801,5705230202,2616646016,570502302
591000302,5910003020202,2616587608,59100030202
59990010,59990010205,2616470638,599900102
2213278351,118300201,2614238669,1183002
2211835801,118000101,2616141329,1180001
510703,5107030202,2616116642,51070302
1473879156,125501203,2616668164,1255012
9259281,92592810101,2614301753,9259281001
2089144911,117003101,2614289996,1170031
2083379801,5705230201,2616218103,570502302
2435797502,17030020101,2616135077,170300201
2083379801,5705230204,2616582361,570502302
1473879155,125300102,2616613761,1253001
2358517356,143202201,2614253746,1432022
501102,5011020101,2616167945,50110201
6020010,60200100201,2614314186,602001002
509002,5090020203,2616143276,50900202
520202,5202020203,2616659849,52020202
2213278351,118300103,2616613298,1183001
590503,5905030101,2616183618,59050301
2519525056,114201101,2616165497,1142011
2089153401,115000202,2616638488,1150002
2089144911,117003103,2616641146,1170031
1473879152,125101101,2616142551,1251011
520202,5202020101,2616586559,52020201
6020010,60200100201,2616238800,602001002
59990010,59990010103,2616601675,599900101
2089144905,116200101,2614267483,1162001
59990010,59990010202,2615949506,599900102
10020011,10020011213,2616557895,100200112
10020012,10020012212,2616028935,100200122
510710,5107100202,2616310491,51071002
2213278351,118300201,2616162331,1183002
1473879155,125300203,2616672594,1253002
2214731752,118602101,2614235529,1186021
2083379801,5705230202,2616647676,570502302
501101,5011010102,2616618200,50110101
2519523152,114601201,2616184550,1146012
2089153407,116101101,2614269644,1161011
2089153407,116101203,2616123350,1161012
2083379801,5705230103,2616112173,570502301
2511250751,113402101,2614218148,1134021
2083379801,5705230204,2616580746,570502302
2083379801,5705230101,2614277679,570502301
6023010,60230100102,2616078544,602301001
1620431251,171001103,2616548544,1710011
2521013252,114400101,2614248859,1144001
2214731753,118700201,2616172376,1187002
520202,5202020204,2614309071,52020202
2089153401,115000101,2616190916,1150001
2089153407,116101101,2616195524,1161011
2358517351,143001201,2616168684,1430012
92591852,925918520201,2616216472,9259185202
2089144907,116400101,2614289554,1164001
1974833501,57050210103,2616676130,570502101
501101,5011010101,2616172399,50110101
1974833501,57050210103,2616103186,570502101
2083379802,5705240202,2616643280,570502402
2089153401,115000201,2614274303,1150002
2089153405,116001101,2616192039,1160011
2083379802,5705240202,2616646044,570502402
2211835802,118100202,2616025671,1181002
59990040,59990040101,2614210539,599900401
2089153407,116101103,2616116604,1161011
2274120551,111000202,2616791125,1110002
509021,5090210102,2616623178,50902101
2089144906,116300101,2614291404,1163001
520202,5202020103,2616651750,52020201
2089153405,116001203,2616691866,1160012
2083379802,5705240101,2616205504,570502401
1980349060,137502101,2614252997,1375021
2089144910,117002101,2614265058,1170021
520202,5202020203,2616659847,52020202
1620431262,152502201,2616159618,1525022
2089144910,117002201,2614275972,1170022
1620431257,152000101,2614232716,1520001
2213278351,118300201,2614238659,1183002
2519525053,114002101,2616153719,1140021
2521149851,114509204,2616104806,1145092
509009,5090090101,2614246928,50900901
59990010,59990010103,2616602570,599900101
500702,5007020202,2616187899,50070202
