route_id,service_id,trip_id,trip_headsign,shape_id
V10-190-197,3076,4842062,Natzaret,74
V10-197-190,3076,4842166,Alacant,73
V10-190-197,3076,4842063,Natzaret,74
V10-197-190,3076,4842167,Alacant,73
V10-190-197,3076,4842064,Natzaret,74
V10-197-190,3076,4842168,Alacant,73
V10-190-197,3076,4842065,Natzaret,74
V10-197-190,3076,4842169,Alacant,73
V10-190-197,3076,4842066,Natzaret,74
V1-29-20,3076,4841088,Empalme,2
V10-197-190,3076,4842170,Alacant,73
V10-190-197,3076,4842067,Natzaret,74
V10-197-190,3076,4842171,Alacant,73
V10-190-197,3076,4842068,Natzaret,74
V10-197-190,3076,4842172,Alacant,73
V10-190-197,3076,4842069,Natzaret,74
V10-197-190,3076,4842173,Alacant,73
V10-190-194,3076,4842070,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842174,Alacant,73
V10-190-197,3076,4842071,Natzaret,74
V1-1-29,3076,4841438,Castelló,2
V10-197-190,3076,4842175,Alacant,73
V10-190-194,3076,4842072,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842176,Alacant,73
V10-190-197,3076,4842073,Natzaret,74
V10-197-190,3076,4842177,Alacant,73
V10-190-194,3076,4842074,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842178,Alacant,73
V10-190-197,3076,4842075,Natzaret,74
V10-197-190,3076,4842179,Alacant,73
V10-190-194,3076,4842076,Ciutat Arts i Ciències - Justícia,74
V1-29-20,3076,4841087,Empalme,2
V10-194-190,3076,4842180,Alacant,73
V10-190-197,3076,4842077,Natzaret,74
V10-197-190,3076,4842181,Alacant,73
V10-190-194,3076,4842078,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842182,Alacant,73
V10-190-197,3076,4842079,Natzaret,74
V10-197-190,3076,4842183,Alacant,73
V10-190-194,3076,4842080,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842184,Alacant,73
V10-190-197,3076,4842081,Natzaret,74
V10-197-190,3076,4842185,Alacant,73
V10-190-194,3076,4842082,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842186,Alacant,73
V10-190-197,3076,4842083,Natzaret,74
V10-197-190,3076,4842187,Alacant,73
V10-190-194,3076,4842084,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842188,Alacant,73
V10-190-197,3076,4842085,Natzaret,74
V10-197-190,3076,4842189,Alacant,73
V10-190-194,3076,4842086,Ciutat Arts i Ciències - Justícia,74
V1-36-20,3076,4841086,Seminari - CEU,2
V10-194-190,3076,4842190,Alacant,73
V10-190-197,3076,4842087,Natzaret,74
V10-197-190,3076,4842191,Alacant,73
V10-190-194,3076,4842088,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842192,Alacant,73
V10-190-197,3076,4842089,Natzaret,74
V10-197-190,3076,4842193,Alacant,73
V10-190-194,3076,4842090,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842194,Alacant,73
V10-190-197,3076,4842091,Natzaret,74
V10-197-190,3076,4842195,Alacant,73
V10-190-194,3076,4842092,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842196,Alacant,73
V10-190-197,3076,4842093,Natzaret,74
V10-197-190,3076,4842197,Alacant,73
V10-190-194,3076,4842094,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842198,Alacant,73
V10-190-197,3076,4842095,Natzaret,74
V10-197-190,3076,4842199,Alacant,73
V10-190-194,3076,4842096,Ciutat Arts i Ciències - Justícia,74
V1-39-20,3076,4841085,Bétera,2
V10-194-190,3076,4842200,Alacant,73
V10-190-197,3076,4842097,Natzaret,74
V10-197-190,3076,4842201,Alacant,73
V10-190-194,3076,4842098,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842202,Alacant,73
V10-190-197,3076,4842099,Natzaret,74
V10-197-190,3076,4842203,Alacant,73
V10-190-194,3076,4842100,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842204,Alacant,73
V10-190-197,3076,4842101,Natzaret,74
V1-1-29,3076,4841437,Castelló,2
V10-197-190,3076,4842205,Alacant,73
V10-190-194,3076,4842102,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842206,Alacant,73
V10-190-197,3076,4842103,Natzaret,74
V10-197-190,3076,4842207,Alacant,73
V10-190-194,3076,4842104,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842208,Alacant,73
V10-190-197,3076,4842105,Natzaret,74
V10-197-190,3076,4842209,Alacant,73
V10-190-194,3076,4842106,Ciutat Arts i Ciències - Justícia,74
V1-29-20,3076,4841084,Empalme,2
V10-194-190,3076,4842210,Alacant,73
V10-190-197,3076,4842107,Natzaret,74
V10-197-190,3076,4842211,Alacant,73
V10-190-194,3076,4842108,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842212,Alacant,73
V10-190-197,3076,4842109,Natzaret,74
V10-197-190,3076,4842213,Alacant,73
V10-190-194,3076,4842110,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842214,Alacant,73
V10-190-197,3076,4842111,Natzaret,74
V1-17-29,3076,4841436,Torrent,48
V10-197-190,3076,4842215,Alacant,73
V10-190-194,3076,4842112,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842216,Alacant,73
V10-190-197,3076,4842113,Natzaret,74
V10-197-190,3076,4842217,Alacant,73
V10-190-194,3076,4842114,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842218,Alacant,73
V10-190-197,3076,4842115,Natzaret,74
V10-197-190,3076,4842219,Alacant,73
V10-190-194,3076,4842116,Ciutat Arts i Ciències - Justícia,74
V1-36-17,3076,4841083,Seminari - CEU,2
V10-194-190,3076,4842220,Alacant,73
V10-190-197,3076,4842117,Natzaret,74
V10-197-190,3076,4842221,Alacant,73
V10-190-194,3076,4842118,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842222,Alacant,73
V10-190-197,3076,4842119,Natzaret,74
V10-197-190,3076,4842223,Alacant,73
V10-190-194,3076,4842120,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842224,Alacant,73
V10-190-197,3076,4842121,Natzaret,74
V1-1-36,3076,4841435,Castelló,48
V10-197-190,3076,4842225,Alacant,73
V10-190-194,3076,4842122,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842226,Alacant,73
V10-190-197,3076,4842123,Natzaret,74
V10-197-190,3076,4842227,Alacant,73
V10-190-194,3076,4842124,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842228,Alacant,73
V10-190-197,3076,4842125,Natzaret,74
V10-197-190,3076,4842229,Alacant,73
V10-190-194,3076,4842126,Ciutat Arts i Ciències - Justícia,74
V1-39-17,3076,4841082,Bétera,2
V10-194-190,3076,4842230,Alacant,73
V10-190-197,3076,4842127,Natzaret,74
V10-197-190,3076,4842231,Alacant,73
V10-190-194,3076,4842128,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842232,Alacant,73
V10-190-197,3076,4842129,Natzaret,74
V10-197-190,3076,4842233,Alacant,73
V10-190-194,3076,4842130,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842234,Alacant,73
V10-190-197,3076,4842131,Natzaret,74
V1-17-39,3076,4841434,Torrent,48
V10-197-190,3076,4842235,Alacant,73
V10-190-194,3076,4842132,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842236,Alacant,73
V10-190-197,3076,4842133,Natzaret,74
V10-197-190,3076,4842237,Alacant,73
V10-190-194,3076,4842134,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842238,Alacant,73
V10-190-197,3076,4842135,Natzaret,74
V10-197-190,3076,4842239,Alacant,73
V10-190-194,3076,4842136,Ciutat Arts i Ciències - Justícia,74
V1-36-17,3076,4841081,Seminari - CEU,2
V10-194-190,3076,4842240,Alacant,73
V10-190-197,3076,4842137,Natzaret,74
V10-197-190,3076,4842241,Alacant,73
V10-190-194,3076,4842138,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842242,Alacant,73
V10-190-197,3076,4842139,Natzaret,74
V10-197-190,3076,4842243,Alacant,73
V10-190-194,3076,4842140,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842244,Alacant,73
V10-190-197,3076,4842141,Natzaret,74
V1-1-36,3076,4841433,Castelló,48
V10-197-190,3076,4842245,Alacant,73
V10-190-194,3076,4842142,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842246,Alacant,73
V10-190-197,3076,4842143,Natzaret,74
V10-197-190,3076,4842247,Alacant,73
V10-190-194,3076,4842144,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842248,Alacant,73
V10-190-197,3076,4842145,Natzaret,74
V10-197-190,3076,4842249,Alacant,73
V10-190-194,3076,4842146,Ciutat Arts i Ciències - Justícia,74
V1-39-5,3076,4841080,Bétera,48
V10-194-190,3076,4842250,Alacant,73
V10-190-197,3076,4842147,Natzaret,74
V10-197-190,3076,4842251,Alacant,73
V10-190-194,3076,4842148,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842252,Alacant,73
V10-190-197,3076,4842149,Natzaret,74
V10-197-190,3076,4842253,Alacant,73
V10-190-194,3076,4842150,Ciutat Arts i Ciències - Justícia,74
V10-194-190,3076,4842254,Alacant,73
V10-190-197,3076,4842151,Natzaret,74
V1-17-39,3076,4841432,Torrent,48
V10-197-190,3076,4842255,Alacant,73
V10-190-197,3076,4842152,Natzaret,74
V10-197-190,3076,4842256,Alacant,73
V10-190-197,3076,4842153,Natzaret,74
V10-197-190,3076,4842257,Alacant,73
V10-190-197,3076,4842154,Natzaret,74
V10-197-190,3076,4842258,Alacant,73
V10-190-197,3076,4842155,Natzaret,74
V10-197-190,3076,4842259,Alacant,73
V1-36-17,3076,4841079,Seminari - CEU,2
V1-1-36,3076,4841431,Castelló,48
V1-39-1,3076,4841078,Bétera,2
V1-17-39,3076,4841430,Torrent,48
V1-36-17,3076,4841077,Seminari - CEU,2
V1-1-36,3076,4841429,Castelló,48
V1-39-1,3076,4841076,Bétera,2
V1-17-39,3076,4841428,Torrent,48
V1-36-17,3076,4841075,Seminari - CEU,2
V1-1-36,3076,4841427,Castelló,48
V1-39-1,3076,4841074,Bétera,2
V1-17-39,3076,4841426,Torrent,48
V1-36-17,3076,4841073,Seminari - CEU,2
V1-1-36,3076,4841425,Castelló,48
V1-39-1,3076,4841072,Bétera,2
V1-17-39,3076,4841424,Torrent,48
V1-36-17,3076,4841071,Seminari - CEU,2
V1-1-36,3076,4841423,Castelló,48
V1-39-1,3076,4841070,Bétera,2
V1-17-39,3076,4841422,Torrent,48
V1-36-17,3076,4841069,Seminari - CEU,2
V1-1-36,3076,4841421,Castelló,48
V1-39-1,3076,4841068,Bétera,2
V1-17-39,3076,4841420,Torrent,48
V1-36-17,3076,4841067,Seminari - CEU,2
V1-1-36,3076,4841419,Castelló,48
V1-39-1,3076,4841066,Bétera,2
V1-17-39,3076,4841418,Torrent,48
V1-36-17,3076,4841065,Seminari - CEU,2
V1-1-36,3076,4841417,Castelló,48
V1-39-1,3076,4841064,Bétera,2
V1-17-39,3076,4841416,Torrent,48
V1-36-17,3076,4841063,Seminari - CEU,2
V1-1-36,3076,4841415,Castelló,48
V1-39-1,3076,4841062,Bétera,2
V1-17-39,3076,4841414,Torrent,48
V1-36-17,3076,4841061,Seminari - CEU,2
V1-1-36,3076,4841413,Castelló,48
V1-39-1,3076,4841060,Bétera,2
V1-17-39,3076,4841412,Torrent,48
V1-36-17,3076,4841059,Seminari - CEU,2
V1-1-36,3076,4841411,Castelló,48
V1-39-1,3076,4841058,Bétera,2
V1-17-39,3076,4841410,Torrent,48
V1-36-17,3076,4841057,Seminari - CEU,2
V1-1-36,3076,4841409,Castelló,48
V1-39-1,3076,4841056,Bétera,2
V1-17-39,3076,4841408,Torrent,48
V1-36-17,3076,4841055,Seminari - CEU,2
V1-1-36,3076,4841407,Castelló,48
V1-39-1,3076,4841054,Bétera,2
V1-17-39,3076,4841406,Torrent,48
V1-36-17,3076,4841053,Seminari - CEU,2
V1-1-36,3076,4841405,Castelló,48
V1-39-1,3076,4841052,Bétera,2
V1-17-39,3076,4841404,Torrent,48
V1-36-17,3076,4841051,Seminari - CEU,2
V1-1-36,3076,4841403,Castelló,48
V1-39-1,3076,4841050,Bétera,2
V1-17-39,3076,4841402,Torrent,48
V1-36-17,3076,4841049,Seminari - CEU,2
V1-1-36,3076,4841401,Castelló,48
V1-39-1,3076,4841048,Bétera,2
V1-17-39,3076,4841400,Torrent,48
V1-36-17,3076,4841047,Seminari - CEU,2
V1-1-36,3076,4841399,Castelló,48
V1-39-1,3076,4841046,Bétera,2
V1-17-39,3076,4841398,Torrent,48
V1-36-17,3076,4841045,Seminari - CEU,2
V1-1-36,3076,4841397,Castelló,48
V1-39-1,3076,4841044,Bétera,2
V1-17-39,3076,4841396,Torrent,48
V1-36-17,3076,4841043,Seminari - CEU,2
V1-1-36,3076,4841395,Castelló,48
V1-39-1,3076,4841042,Bétera,2
V1-17-39,3076,4841394,Torrent,48
V1-36-17,3076,4841041,Seminari - CEU,2
V1-1-36,3076,4841393,Castelló,48
V1-39-1,3076,4841040,Bétera,2
V1-17-39,3076,4841392,Torrent,48
V1-36-17,3076,4841039,Seminari - CEU,2
V1-1-36,3076,4841391,Castelló,48
V1-39-1,3076,4841038,Bétera,2
V1-17-39,3076,4841390,Torrent,48
V1-36-17,3076,4841037,Seminari - CEU,2
V1-5-36,3076,4841389,L'Alcúdia,2
V1-39-1,3076,4841036,Bétera,2
V1-17-39,3076,4841388,Torrent,48
V1-13-36,3076,4841387,Picassent,48
V1-39-1,3076,4841035,Bétera,2
V1-20-39,3076,4841386,València Sud,48
V1-17-39,3076,4841385,Torrent,48
V2-54-20,3076,4841032,Llíria,1
V2-107-20,3076,4841384,Torrent Avinguda,1
V2-54-107,3076,4841031,Llíria,1
V2-107-20,3076,4841383,Torrent Avinguda,1
V2-44-107,3076,4841030,Paterna,1
V2-107-44,3076,4841382,Torrent Avinguda,47
V2-54-107,3076,4841029,Llíria,1
V2-107-44,3076,4841381,Torrent Avinguda,47
V2-44-107,3076,4841028,Paterna,1
V2-107-54,3076,4841380,Torrent Avinguda,47
V2-54-107,3076,4841027,Llíria,1
V2-107-44,3076,4841379,Torrent Avinguda,47
V2-44-107,3076,4841026,Paterna,1
V2-107-54,3076,4841378,Torrent Avinguda,47
V2-54-107,3076,4841025,Llíria,1
V2-107-44,3076,4841377,Torrent Avinguda,47
V2-44-107,3076,4841024,Paterna,1
V2-107-54,3076,4841376,Torrent Avinguda,47
V2-54-107,3076,4841023,Llíria,1
V2-107-44,3076,4841375,Torrent Avinguda,47
V2-44-107,3076,4841022,Paterna,1
V2-107-54,3076,4841374,Torrent Avinguda,47
V2-54-107,3076,4841021,Llíria,1
V2-107-44,3076,4841373,Torrent Avinguda,47
V2-44-107,3076,4841020,Paterna,1
V2-107-54,3076,4841372,Torrent Avinguda,47
V2-54-107,3076,4841019,Llíria,1
V2-107-44,3076,4841371,Torrent Avinguda,47
V2-44-107,3076,4841018,Paterna,1
V2-107-54,3076,4841370,Torrent Avinguda,47
V2-54-107,3076,4841017,Llíria,1
V2-107-44,3076,4841369,Torrent Avinguda,47
V2-44-107,3076,4841016,Paterna,1
V2-107-54,3076,4841368,Torrent Avinguda,47
V2-54-107,3076,4841015,Llíria,1
V2-107-44,3076,4841367,Torrent Avinguda,47
V2-44-107,3076,4841014,Paterna,1
V2-107-54,3076,4841366,Torrent Avinguda,47
V2-54-107,3076,4841013,Llíria,1
V2-107-44,3076,4841365,Torrent Avinguda,47
V2-44-107,3076,4841012,Paterna,1
V2-107-54,3076,4841364,Torrent Avinguda,47
V2-54-107,3076,4841011,Llíria,1
V2-107-44,3076,4841363,Torrent Avinguda,47
V2-44-107,3076,4841010,Paterna,1
V2-107-54,3076,4841362,Torrent Avinguda,47
V2-54-107,3076,4841009,Llíria,1
V2-107-44,3076,4841361,Torrent Avinguda,47
V2-44-107,3076,4841008,Paterna,1
V2-107-54,3076,4841360,Torrent Avinguda,47
V2-54-107,3076,4841007,Llíria,1
V2-107-44,3076,4841359,Torrent Avinguda,47
V2-44-107,3076,4841006,Paterna,1
V2-107-54,3076,4841358,Torrent Avinguda,47
V2-54-107,3076,4841005,Llíria,1
V2-107-44,3076,4841357,Torrent Avinguda,47
V2-44-107,3076,4841004,Paterna,1
V2-107-54,3076,4841356,Torrent Avinguda,47
V2-54-107,3076,4841003,Llíria,1
V2-107-44,3076,4841355,Torrent Avinguda,47
V2-44-107,3076,4841002,Paterna,1
V2-107-54,3076,4841354,Torrent Avinguda,47
V2-54-107,3076,4841001,Llíria,1
V2-107-44,3076,4841353,Torrent Avinguda,47
V2-44-107,3076,4841000,Paterna,1
V2-107-54,3076,4841352,Torrent Avinguda,47
V2-54-107,3076,4840999,Llíria,1
V2-107-44,3076,4841351,Torrent Avinguda,47
V2-44-107,3076,4840998,Paterna,1
V2-107-54,3076,4841350,Torrent Avinguda,47
V2-54-107,3076,4840997,Llíria,1
V2-107-44,3076,4841349,Torrent Avinguda,47
V2-44-107,3076,4840996,Paterna,1
V2-107-54,3076,4841348,Torrent Avinguda,47
V2-54-107,3076,4840995,Llíria,1
V2-107-44,3076,4841347,Torrent Avinguda,47
V2-44-107,3076,4840994,Paterna,1
V2-107-54,3076,4841346,Torrent Avinguda,47
V2-54-107,3076,4840993,Llíria,1
V2-107-44,3076,4841345,Torrent Avinguda,47
V2-44-107,3076,4840992,Paterna,1
V2-107-54,3076,4841344,Torrent Avinguda,47
V2-54-107,3076,4840991,Llíria,1
V2-107-44,3076,4841343,Torrent Avinguda,47
V2-44-107,3076,4840990,Paterna,1
V2-107-54,3076,4841342,Torrent Avinguda,47
V2-54-107,3076,4840989,Llíria,1
V2-107-44,3076,4841341,Torrent Avinguda,47
V2-44-107,3076,4840988,Paterna,1
V2-107-54,3076,4841340,Torrent Avinguda,47
V2-54-107,3076,4840987,Llíria,1
V2-107-44,3076,4841339,Torrent Avinguda,47
V2-44-107,3076,4840986,Paterna,1
V2-107-54,3076,4841338,Torrent Avinguda,47
V2-54-107,3076,4840985,Llíria,1
V2-107-44,3076,4841337,Torrent Avinguda,47
V2-44-107,3076,4840984,Paterna,1
V2-107-54,3076,4841336,Torrent Avinguda,47
V2-54-107,3076,4840983,Llíria,1
V2-107-44,3076,4841335,Torrent Avinguda,47
V2-44-107,3076,4840982,Paterna,1
V2-20-54,3076,4841334,València Sud,47
V2-54-107,3076,4840981,Llíria,1
V2-20-44,3076,4841333,València Sud,47
V2-107-54,3076,4841332,Torrent Avinguda,47
V2-107-54,3076,4841330,Torrent Avinguda,47
V3-64-66,3076,4840979,Rafelbunyol,3
V3-182-66,3076,4841329,Aeroport,43
V3-64-182,3076,4840978,Rafelbunyol,3
V3-182-66,3076,4841328,Aeroport,43
V3-64-182,3076,4840977,Rafelbunyol,3
V3-182-66,3076,4841327,Aeroport,43
V3-64-182,3076,4840976,Rafelbunyol,3
V3-182-64,3076,4841326,Aeroport,43
V3-64-182,3076,4840975,Rafelbunyol,3
V3-182-66,3076,4841325,Aeroport,43
V3-64-182,3076,4840974,Rafelbunyol,3
V3-182-64,3076,4841324,Aeroport,43
V3-64-182,3076,4840973,Rafelbunyol,3
V3-182-56,3076,4841323,Aeroport,43
V3-64-182,3076,4840972,Rafelbunyol,3
V3-182-64,3076,4841322,Aeroport,43
V3-64-182,3076,4840971,Rafelbunyol,3
V3-182-64,3076,4841321,Aeroport,43
V3-64-182,3076,4840970,Rafelbunyol,3
V3-182-64,3076,4841320,Aeroport,43
V3-64-182,3076,4840969,Rafelbunyol,3
V3-182-64,3076,4841319,Aeroport,43
V3-64-182,3076,4840968,Rafelbunyol,3
V3-182-64,3076,4841318,Aeroport,43
V3-64-182,3076,4840967,Rafelbunyol,3
V3-182-64,3076,4841317,Aeroport,43
V3-64-182,3076,4840966,Rafelbunyol,3
V3-182-64,3076,4841316,Aeroport,43
V3-64-182,3076,4840965,Rafelbunyol,3
V3-182-64,3076,4841315,Aeroport,43
V3-64-182,3076,4840964,Rafelbunyol,3
V3-182-64,3076,4841314,Aeroport,43
V3-64-182,3076,4840963,Rafelbunyol,3
V3-182-64,3076,4841313,Aeroport,43
V3-64-182,3076,4840962,Rafelbunyol,3
V3-182-64,3076,4841312,Aeroport,43
V3-64-182,3076,4840961,Rafelbunyol,3
V3-182-64,3076,4841311,Aeroport,43
V3-64-182,3076,4840960,Rafelbunyol,3
V3-182-64,3076,4841310,Aeroport,43
V3-64-182,3076,4840959,Rafelbunyol,3
V3-182-64,3076,4841309,Aeroport,43
V3-64-182,3076,4840958,Rafelbunyol,3
V3-182-64,3076,4841308,Aeroport,43
V3-64-182,3076,4840957,Rafelbunyol,3
V3-182-64,3076,4841307,Aeroport,43
V3-64-182,3076,4840956,Rafelbunyol,3
V3-182-64,3076,4841306,Aeroport,43
V3-64-182,3076,4840955,Rafelbunyol,3
V3-182-64,3076,4841305,Aeroport,43
V3-64-182,3076,4840954,Rafelbunyol,3
V3-182-64,3076,4841304,Aeroport,43
V3-64-182,3076,4840953,Rafelbunyol,3
V3-182-64,3076,4841303,Aeroport,43
V3-64-182,3076,4840952,Rafelbunyol,3
V3-182-64,3076,4841302,Aeroport,43
V3-64-182,3076,4840951,Rafelbunyol,3
V3-182-64,3076,4841301,Aeroport,43
V3-64-182,3076,4840950,Rafelbunyol,3
V3-182-64,3076,4841300,Aeroport,43
V3-64-182,3076,4840949,Rafelbunyol,3
V3-182-64,3076,4841299,Aeroport,43
V3-64-182,3076,4840948,Rafelbunyol,3
V3-182-64,3076,4841298,Aeroport,43
V3-64-182,3076,4840947,Rafelbunyol,3
V3-182-64,3076,4841297,Aeroport,43
V3-64-182,3076,4840946,Rafelbunyol,3
V3-182-64,3076,4841296,Aeroport,43
V3-64-182,3076,4840945,Rafelbunyol,3
V3-182-64,3076,4841295,Aeroport,43
V3-64-182,3076,4840944,Rafelbunyol,3
V3-182-64,3076,4841294,Aeroport,43
V3-64-182,3076,4840943,Rafelbunyol,3
V3-182-64,3076,4841293,Aeroport,43
V3-64-182,3076,4840942,Rafelbunyol,3
V3-182-64,3076,4841292,Aeroport,43
V3-64-182,3076,4840941,Rafelbunyol,3
V3-182-64,3076,4841291,Aeroport,43
V3-64-182,3076,4840940,Rafelbunyol,3
V3-182-64,3076,4841290,Aeroport,43
V3-64-182,3076,4840939,Rafelbunyol,3
V3-182-64,3076,4841289,Aeroport,43
V3-64-182,3076,4840938,Rafelbunyol,3
V3-182-64,3076,4841288,Aeroport,43
V3-64-182,3076,4840937,Rafelbunyol,3
V3-182-64,3076,4841287,Aeroport,43
V3-64-182,3076,4840936,Rafelbunyol,3
V3-182-64,3076,4841286,Aeroport,43
V3-64-182,3076,4840935,Rafelbunyol,3
V3-182-64,3076,4841285,Aeroport,43
V3-66-182,3076,4840934,Machado,3
V3-182-64,3076,4841284,Aeroport,43
V3-64-182,3076,4840933,Rafelbunyol,3
V3-182-64,3076,4841283,Aeroport,43
V3-66-182,3076,4840932,Machado,3
V3-182-64,3076,4841282,Aeroport,43
V3-64-182,3076,4840931,Rafelbunyol,3
V3-182-64,3076,4841281,Aeroport,43
V3-182-64,3076,4841280,Aeroport,43
V3-182-64,3076,4840929,Rafelbunyol,43
V3-182-64,3076,4841279,Aeroport,43
V3-182-66,3076,4840928,Machado,43
V3-182-64,3076,4841278,Aeroport,43
V3-182-64,3076,4841277,Aeroport,43
V3-182-66,3076,4840926,Machado,43
V4-102-94,3076,4841583,Vicent Andrés Estellés,25
V4-95-98,3076,4841818,Dr. Lluch,5
V4-114-98,3076,4841584,Mas del Rosari,25
V4-95-98,3076,4841819,Dr. Lluch,5
V4-102-98,3076,4841587,Vicent Andrés Estellés,25
V4-95-98,3076,4841820,Dr. Lluch,5
V4-114-98,3076,4841588,Mas del Rosari,25
V4-95-98,3076,4841821,Dr. Lluch,5
V4-102-98,3076,4841591,Vicent Andrés Estellés,25
V4-102-98,3076,4841823,Dr. Lluch,25
V4-114-98,3076,4841592,Mas del Rosari,25
V4-114-98,3076,4841824,Dr. Lluch,25
V4-98-102,3076,4841595,Vicent Andrés Estellés,5
V4-102-98,3076,4841827,Dr. Lluch,25
V4-98-114,3076,4841596,Mas del Rosari,5
V4-114-98,3076,4841828,Dr. Lluch,25
V4-98-102,3076,4841599,Vicent Andrés Estellés,5
V4-102-98,3076,4841831,Dr. Lluch,25
V4-98-114,3076,4841600,Mas del Rosari,5
V4-114-98,3076,4841833,Dr. Lluch,25
V4-98-102,3076,4841602,Vicent Andrés Estellés,5
V4-95-98,3076,4841835,Dr. Lluch,5
V4-98-114,3076,4841605,Mas del Rosari,5
V4-102-98,3076,4841837,Dr. Lluch,25
V4-98-102,3076,4841606,Vicent Andrés Estellés,5
V4-95-98,3076,4841839,Dr. Lluch,5
V4-98-102,3076,4841608,Vicent Andrés Estellés,5
V4-114-98,3076,4841840,Dr. Lluch,25
V4-98-102,3076,4841610,Vicent Andrés Estellés,5
V4-95-98,3076,4841843,Dr. Lluch,5
V4-98-114,3076,4841612,Mas del Rosari,5
V4-102-98,3076,4841845,Dr. Lluch,25
V4-98-102,3076,4841613,Vicent Andrés Estellés,5
V4-95-98,3076,4841847,Dr. Lluch,5
V4-98-102,3076,4841616,Vicent Andrés Estellés,5
V4-114-98,3076,4841849,Dr. Lluch,25
V4-98-114,3076,4841618,Mas del Rosari,5
V4-95-98,3076,4841853,Dr. Lluch,5
V4-98-102,3076,4841620,Vicent Andrés Estellés,5
V4-102-98,3076,4841854,Dr. Lluch,25
V4-98-102,3076,4841622,Vicent Andrés Estellés,5
V4-102-98,3076,4841856,Dr. Lluch,25
V4-98-114,3076,4841625,Mas del Rosari,5
V4-114-98,3076,4841858,Dr. Lluch,25
V4-98-102,3076,4841627,Vicent Andrés Estellés,5
V4-102-98,3076,4841860,Dr. Lluch,25
V4-98-102,3076,4841629,Vicent Andrés Estellés,5
V4-102-98,3076,4841863,Dr. Lluch,25
V4-98-114,3076,4841632,Mas del Rosari,5
V4-102-98,3076,4841865,Dr. Lluch,25
V4-98-102,3076,4841634,Vicent Andrés Estellés,5
V4-114-98,3076,4841867,Dr. Lluch,25
V4-98-102,3076,4841636,Vicent Andrés Estellés,5
V4-102-98,3076,4841870,Dr. Lluch,25
V4-98-114,3076,4841639,Mas del Rosari,5
V4-102-98,3076,4841872,Dr. Lluch,25
V4-98-102,3076,4841641,Vicent Andrés Estellés,5
V4-114-98,3076,4841874,Dr. Lluch,25
V4-98-102,3076,4841643,Vicent Andrés Estellés,5
V4-102-98,3076,4841877,Dr. Lluch,25
V4-98-114,3076,4841646,Mas del Rosari,5
V4-102-98,3076,4841879,Dr. Lluch,25
V4-98-102,3076,4841648,Vicent Andrés Estellés,5
V4-114-98,3076,4841881,Dr. Lluch,25
V4-98-102,3076,4841650,Vicent Andrés Estellés,5
V4-102-98,3076,4841884,Dr. Lluch,25
V4-98-114,3076,4841653,Mas del Rosari,5
V4-102-98,3076,4841886,Dr. Lluch,25
V4-98-102,3076,4841655,Vicent Andrés Estellés,5
V4-114-98,3076,4841888,Dr. Lluch,25
V4-98-102,3076,4841657,Vicent Andrés Estellés,5
V4-102-98,3076,4841891,Dr. Lluch,25
V4-98-114,3076,4841660,Mas del Rosari,5
V4-102-98,3076,4841893,Dr. Lluch,25
V4-98-102,3076,4841662,Vicent Andrés Estellés,5
V4-114-98,3076,4841895,Dr. Lluch,25
V4-98-102,3076,4841664,Vicent Andrés Estellés,5
V4-102-98,3076,4841898,Dr. Lluch,25
V4-98-114,3076,4841667,Mas del Rosari,5
